course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
mathematical-thinking,Introduction to Mathematical Thinking,5.0,"Some of the assignments were quite challenging, which is really great. The course is more difficult than the previous two but good explanations and guidance from mentors help a lot! Thanks a lot",Coursera,1,"['assignment', 'quite', 'challenging', 'really', 'great', 'course', 'difficult', 'previous', 'two', 'good', 'explanation', 'guidance', 'mentor', 'help', 'lot', 'thanks', 'lot']",assignment quite challenging really great course difficult previous two good explanation guidance mentor help lot thanks lot,Positive
1087374,Node with React: Fullstack Web Development,5.0,"Thanks, a lot of useful information that helped me a lot.",Udemy,1,"['thanks', 'lot', 'useful', 'information', 'helped', 'lot']",thanks lot useful information helped lot,Positive
r-programming,R Programming,4.0,The course is very helpful to the people. ,Coursera,1,"['course', 'helpful', 'people']",course helpful people,Positive
1166306,The Python Mega Course: Build 10 Real World Applications,5.0,Easy to follow along,Udemy,1,"['easy', 'follow', 'along']",easy follow along,Positive
international-organizations-management,International Organizations Management,5.0,This course provides with the basics of modelling and establish steady connect between mathematical tools and real world business solution.,Coursera,1,"['course', 'provides', 'basic', 'modelling', 'establish', 'steady', 'connect', 'mathematical', 'tool', 'real', 'world', 'business', 'solution']",course provides basic modelling establish steady connect mathematical tool real world business solution,Positive
social-psychology,Social Psychology,5.0,Great overview of the concepts of data science and painless to complete. ,Coursera,1,"['great', 'overview', 'concept', 'data', 'science', 'painless', 'complete']",great overview concept data science painless complete,Positive
1329100,The Complete Apple Watch Developer Course - Build 14 Apps,5.0,great - detailed - easy to follow and so far exactly what i was looking for!,Udemy,1,"['great', 'detailed', 'easy', 'follow', 'far', 'exactly', 'looking']",great detailed easy follow far exactly looking,Positive
learn-to-program,Learn to Program: The Fundamentals,5.0,"This course is poorly written and seems more like promotion of their own company rather than actual teaching. It is about how to write a good content, where the speaker is simply introducing you to the topics. You will have to read a lot and listen to podcasts which are not that helpful since content like that can be easily found on google. I did NOT find this course helpful. ",Coursera,1,"['course', 'poorly', 'written', 'seems', 'like', 'promotion', 'company', 'rather', 'actual', 'teaching', 'write', 'good', 'content', 'speaker', 'simply', 'introducing', 'topic', 'read', 'lot', 'listen', 'podcasts', 'helpful', 'since', 'content', 'like', 'easily', 'found', 'google', 'find', 'course', 'helpful']",course poorly written seems like promotion company rather actual teaching write good content speaker simply introducing topic read lot listen podcasts helpful since content like easily found google find course helpful,Positive
201594,The Complete Web Development Tutorial Using React and Redux,3.5,The Course is given out detail information,Udemy,0,"['course', 'given', 'detail', 'information']",course given detail information,Positive
1187016,Practical Test Driven Development for Java Programmers,5.0,Completely clearly. Very easy to understand. Nice speaking. Thank you!,Udemy,1,"['completely', 'clearly', 'easy', 'understand', 'nice', 'speaking', 'thank']",completely clearly easy understand nice speaking thank,Positive
1313502,Learn HTML5 Programming From Scratch,1.0,Bryan Courses are like diamonds.,Udemy,-1,"['bryan', 'course', 'like', 'diamond']",bryan course like diamond,Positive
duke-programming-web,"Programming Foundations with JavaScript, HTML and CSS",1.0,"Really enjoyed this course, thank you! Only thing I'd say is that the Peer-Review assignment takes much longer than 30 minutes to complete :) ",Coursera,-1,"['really', 'enjoyed', 'course', 'thank', 'thing', 'say', 'peer', 'review', 'assignment', 'take', 'much', 'longer', 'minute', 'complete']",really enjoyed course thank thing say peer review assignment take much longer minute complete,Positive
careerdevelopment,English for Career Development,5.0,I loved this course.It helped me to understand the fundamentals for programming with python to a greater extent.,Coursera,1,"['loved', 'course', 'helped', 'understand', 'fundamental', 'programming', 'python', 'greater', 'extent']",loved course helped understand fundamental programming python greater extent,Positive
1050632,"""Become a MEAN Stack Developer: MongoDB; Express;Angular;Node""",5.0,"Nice course, it will takes some time because you will have to finish first some courses on codeacademy like jquery and ruby. But overall the experience you get taking this course I think is invaluable because you see how let say an """"""""expert"""""""" is working.. from beginning to the end of a project."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['nice', 'course', 'take', 'time', 'finish', 'first', 'course', 'codeacademy', 'like', 'jquery', 'ruby', 'overall', 'experience', 'get', 'taking', 'course', 'think', 'invaluable', 'see', 'let', 'say', 'expert', 'working', 'beginning', 'end', 'project']",nice course take time finish first course codeacademy like jquery ruby overall experience get taking course think invaluable see let say expert working beginning end project,Positive
computer-networking,The Bits and Bytes of Computer Networking,5.0,Amazing instructor that truly knows her stuff!!!,Coursera,1,"['amazing', 'instructor', 'truly', 'know', 'stuff']",amazing instructor truly know stuff,Positive
1277924,Python 3 Network Programming - Build 5 Network Applications,2.5,Author was too fast and it has become difficult to understand,Udemy,-1,"['author', 'fast', 'become', 'difficult', 'understand']",author fast become difficult understand,Positive
48023,JavaScript Fundamentals ES6 for beginners,5.0,"Few mistakes , very basic , and explaining in confusing way instead of giving proper information",Udemy,1,"['mistake', 'basic', 'explaining', 'confusing', 'way', 'instead', 'giving', 'proper', 'information']",mistake basic explaining confusing way instead giving proper information,Positive
112078,AWS Serverless APIs & Apps - A Complete Introduction,5.0,"Difficult subject well taught. Bottom line, one of the few courses I was able to complete without asking the teacher what I did wrong. All the code works which is a relieve. I have been trying to create a RESTful API for my own data for more than a year now. This course has got me to a point (in less than a week)  that I feel that I will be able to apply what I have learnt on my own servers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['difficult', 'subject', 'well', 'taught', 'bottom', 'line', 'one', 'course', 'able', 'complete', 'without', 'asking', 'teacher', 'wrong', 'code', 'work', 'relieve', 'trying', 'create', 'restful', 'api', 'data', 'year', 'course', 'got', 'point', 'le', 'week', 'feel', 'able', 'apply', 'learnt', 'server']",difficult subject well taught bottom line one course able complete without asking teacher wrong code work relieve trying create restful api data year course got point le week feel able apply learnt server,Positive
psychological-first-aid,Psychological First Aid,5.0,best one in the specialization,Coursera,1,"['best', 'one', 'specialization']",best one specialization,Positive
519442,iOS 12 & Swift - The Complete iOS App Development Bootcamp,5.0,"Really good course, but the voice is not very clear and there is no flow in the voice. Subtitle are not very good.",Udemy,1,"['really', 'good', 'course', 'voice', 'clear', 'flow', 'voice', 'subtitle', 'good']",really good course voice clear flow voice subtitle good,Positive
python-network-data,Using Python to Access Web Data,5.0,"its a good course , you get to learn how to approach a problem and how to deal with it, what steps to take to ensure your models are working etc... would definitely recommend going through it at least once",Coursera,1,"['good', 'course', 'get', 'learn', 'approach', 'problem', 'deal', 'step', 'take', 'ensure', 'model', 'working', 'etc', 'would', 'definitely', 'recommend', 'going', 'least']",good course get learn approach problem deal step take ensure model working etc would definitely recommend going least,Positive
958272,ChatBots: How to Make a Facebook Messenger Chat Bot in 1hr,5.0,"Starts simple, very easy to understand the dev reasons for the new functionality.",Udemy,1,"['start', 'simple', 'easy', 'understand', 'dev', 'reason', 'new', 'functionality']",start simple easy understand dev reason new functionality,Positive
learn-chinese,Chinese for Beginners,5.0,"The course was very interesting. However, I found out that this is not longer my favourite topic to go on with.",Coursera,1,"['course', 'interesting', 'however', 'found', 'longer', 'favourite', 'topic', 'go']",course interesting however found longer favourite topic go,Positive
53670,Learn OAuth 2.0 - Get started as an API Security Expert,3.0,Audio is terrible.  Can barely understand the course.,Udemy,0,"['audio', 'terrible', 'barely', 'understand', 'course']",audio terrible barely understand course,Positive
duke-programming-web,"Programming Foundations with JavaScript, HTML and CSS",5.0,Really good introduction to Google Cloud Platform,Coursera,1,"['really', 'good', 'introduction', 'google', 'cloud', 'platform']",really good introduction google cloud platform,Positive
1326292,Beginning C++ Programming - From Beginner to Beyond,5.0,"She is very good, thanks",Udemy,1,"['good', 'thanks']",good thanks,Positive
289230,Learn C# Programming (In Ten Easy Steps),0.5,Even though I did not finish the course but IÃ¢Â€Â™m so excited to learn more,Udemy,1,"['even', 'though', 'finish', 'course', 'excited', 'learn']",even though finish course excited learn,Positive
introduction-to-ai,Introduction to Artificial Intelligence (AI),5.0,Thank you very much. I expect used all that i learned here still a long time,Coursera,1,"['thank', 'much', 'expect', 'used', 'learned', 'still', 'long', 'time']",thank much expect used learned still long time,Positive
1023062,The Sass Course! Learn Sass for Real-World Websites,5.0,Finalmente era quello che cercavo. Spiegazione ristretta dei comandi che servono in alcuni passaggi un po complessa per la lingua (comunque si puÃƒÂ² rivedere e riascoltare) parte piano e poi tanta carne al fuoco.,Udemy,1,"['finalmente', 'era', 'quello', 'che', 'cercavo', 'spiegazione', 'ristretta', 'dei', 'comandi', 'che', 'servono', 'alcuni', 'passaggi', 'un', 'po', 'complessa', 'per', 'la', 'lingua', 'comunque', 'si', 'pu', 'rivedere', 'e', 'riascoltare', 'parte', 'piano', 'e', 'poi', 'tanta', 'carne', 'al', 'fuoco']",finalmente era quello che cercavo spiegazione ristretta dei comandi che servono alcuni passaggi un po complessa per la lingua comunque si pu rivedere e riascoltare parte piano e poi tanta carne al fuoco,Positive
neural-networks-deep-learning,Neural Networks and Deep Learning,5.0,"Clearly some internal training has been re-hashed (no pun intended) for external use. Slides includes typos, speakers mumble and the transcripts haven't been QA-ed. A number of the questions in the Module 1 quiz in fact are covered until Module 4, which shows what little time has been spent finessing this.",Coursera,1,"['clearly', 'internal', 'training', 'hashed', 'pun', 'intended', 'external', 'use', 'slide', 'includes', 'typo', 'speaker', 'mumble', 'transcript', 'qa', 'ed', 'number', 'question', 'module', 'quiz', 'fact', 'covered', 'module', 'show', 'little', 'time', 'spent', 'finessing']",clearly internal training hashed pun intended external use slide includes typo speaker mumble transcript qa ed number question module quiz fact covered module show little time spent finessing,Positive
bcg-uva-darden-digital-transformation,Digital Transformation,5.0,"Thanks to Barbara and her colleagues for this wonderfull course! it was interesting, helpful, easy to understand and fascinating :-) i enjoyed the images and videos within the course, the tests and questions after each video were very helpful to pass the final test and practise all the techniques (such as recall, mini tests  etc) which were described and suggested at course. ",Coursera,1,"['thanks', 'barbara', 'colleague', 'wonderfull', 'course', 'interesting', 'helpful', 'easy', 'understand', 'fascinating', 'enjoyed', 'image', 'video', 'within', 'course', 'test', 'question', 'video', 'helpful', 'pas', 'final', 'test', 'practise', 'technique', 'recall', 'mini', 'test', 'etc', 'described', 'suggested', 'course']",thanks barbara colleague wonderfull course interesting helpful easy understand fascinating enjoyed image video within course test question video helpful pas final test practise technique recall mini test etc described suggested course,Positive
1352468,Make Awesomely Strange Video Games with Unity and Playmaker,5.0,"Really enjoyed this one, especially the high level of details compared to others I have taken on the same subject. Great use of diagrams.",Udemy,1,"['really', 'enjoyed', 'one', 'especially', 'high', 'level', 'detail', 'compared', 'others', 'taken', 'subject', 'great', 'use', 'diagram']",really enjoyed one especially high level detail compared others taken subject great use diagram,Positive
12226,"Angular - Concepts, Code and Collective Wisdom",5.0,perfect tutorial!,Udemy,1,"['perfect', 'tutorial']",perfect tutorial,Positive
120820,Scrum Certification Prep +Scrum Master+ Agile Scrum Training,5.0,Good or a fast getting started course. Probably a slide or two to discuss what features it has would be good to include,Udemy,1,"['good', 'fast', 'getting', 'started', 'course', 'probably', 'slide', 'two', 'discus', 'feature', 'would', 'good', 'include']",good fast getting started course probably slide two discus feature would good include,Positive
959700,The Complete React Native + Hooks Course [2019 Edition],5.0,"A clean, concise, overview of the Shopify platform and how it works.  I do wish there was more on drop-shipping and other hands off fulfillment methods but thus far, I have enjoyed all of the lectures.  Information is very cleanly presented which is wonderful.",Udemy,1,"['clean', 'concise', 'overview', 'shopify', 'platform', 'work', 'wish', 'drop', 'shipping', 'hand', 'fulfillment', 'method', 'thus', 'far', 'enjoyed', 'lecture', 'information', 'cleanly', 'presented', 'wonderful']",clean concise overview shopify platform work wish drop shipping hand fulfillment method thus far enjoyed lecture information cleanly presented wonderful,Positive
sql-for-data-science,SQL for Data Science,1.0,I really enjoyed this and learned a lot.  Great class and topical.,Coursera,-1,"['really', 'enjoyed', 'learned', 'lot', 'great', 'class', 'topical']",really enjoyed learned lot great class topical,Positive
duke-behavioral-finance,Behavioral Finance,5.0,The way prof. Andrew Ng takes you through the course and his examples makes very easiy to understand this deep learning course ,Coursera,1,"['way', 'prof', 'andrew', 'ng', 'take', 'course', 'example', 'make', 'easiy', 'understand', 'deep', 'learning', 'course']",way prof andrew ng take course example make easiy understand deep learning course,Positive
food-beverage-management,Food & Beverage Management,5.0,"Really nice lessons, helpful handouts, and quizzes that make me feel like I am improving bit by bit instead of just studying to pass. If you're interested in beginning Korean, I really recommend this course!",Coursera,1,"['really', 'nice', 'lesson', 'helpful', 'handout', 'quiz', 'make', 'feel', 'like', 'improving', 'bit', 'bit', 'instead', 'studying', 'pas', 'interested', 'beginning', 'korean', 'really', 'recommend', 'course']",really nice lesson helpful handout quiz make feel like improving bit bit instead studying pas interested beginning korean really recommend course,Positive
neural-networks-deep-learning,Neural Networks and Deep Learning,5.0,clearly understanding the concepts,Coursera,1,"['clearly', 'understanding', 'concept']",clearly understanding concept,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,5.0,excellent videos by Dr chuckalthough i will recommend this video to only beginners to programming.those who already have experience in c and java can fast forward the videos and complete just the assignments as a lot of stuff is same .overall very nice .ill definitely like to watch other videos related to python.,Coursera,1,"['excellent', 'video', 'dr', 'chuckalthough', 'recommend', 'video', 'beginner', 'programming', 'already', 'experience', 'c', 'java', 'fast', 'forward', 'video', 'complete', 'assignment', 'lot', 'stuff', 'overall', 'nice', 'ill', 'definitely', 'like', 'watch', 'video', 'related', 'python']",excellent video dr chuckalthough recommend video beginner programming already experience c java fast forward video complete assignment lot stuff overall nice ill definitely like watch video related python,Positive
856164,Introduction to Data Structures & Algorithms in Java,3.0,"Audio quality is very poor, I need to re listen to sections to try to understand what he is saying.",Udemy,0,"['audio', 'quality', 'poor', 'need', 'listen', 'section', 'try', 'understand', 'saying']",audio quality poor need listen section try understand saying,Positive
538958,The Complete 2019 Web Development Bootcamp,4.5,Excellent work done David!,Udemy,1,"['excellent', 'work', 'done', 'david']",excellent work done david,Positive
828226,Learn Python by Building a Blockchain & Cryptocurrency,5.0,"Clear, easy to understand, friendly way",Udemy,1,"['clear', 'easy', 'understand', 'friendly', 'way']",clear easy understand friendly way,Positive
625204,The Web Developer Bootcamp,5.0,A very informative course,Udemy,1,"['informative', 'course']",informative course,Positive
grammar-punctuation,Grammar and Punctuation,5.0,The mode of assessments very often did not tally with the delivered content. Some of it was very long with a lot of points that were not even used in the assessments but instead aspects not well addressed used.,Coursera,1,"['mode', 'assessment', 'often', 'tally', 'delivered', 'content', 'long', 'lot', 'point', 'even', 'used', 'assessment', 'instead', 'aspect', 'well', 'addressed', 'used']",mode assessment often tally delivered content long lot point even used assessment instead aspect well addressed used,Positive
1265058,Protocol Oriented Programming in Swift 4 and iOS 11,5.0,"So far I've run into several locations that continue using different software. Specifically, I am using windows/notepad++ and he is using, mac/textmate2. There is little mention of this and because of this, I spent quite some time working through sections much slower than really was necessary. If there was a small mention at points where he uses specific software at the beginning of each video clip, it would be less confusing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['far', 'run', 'several', 'location', 'continue', 'using', 'different', 'software', 'specifically', 'using', 'window', 'notepad', 'using', 'mac', 'textmate', 'little', 'mention', 'spent', 'quite', 'time', 'working', 'section', 'much', 'slower', 'really', 'necessary', 'small', 'mention', 'point', 'us', 'specific', 'software', 'beginning', 'video', 'clip', 'would', 'le', 'confusing']",far run several location continue using different software specifically using window notepad using mac textmate little mention spent quite time working section much slower really necessary small mention point us specific software beginning video clip would le confusing,Positive
1470810,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,5.0,Another excellent course from Mosh. Thank you for share your knowledge. I really recommend this course for every one.,Udemy,1,"['another', 'excellent', 'course', 'mosh', 'thank', 'share', 'knowledge', 'really', 'recommend', 'course', 'every', 'one']",another excellent course mosh thank share knowledge really recommend course every one,Positive
philosophy,Introduction to Philosophy,5.0,Mostofthequestionshavebeencreatedbysomebodywithmental disabilities.,Coursera,1,"['mostofthequestionshavebeencreatedbysomebodywithmental', 'disability']",mostofthequestionshavebeencreatedbysomebodywithmental disability,Positive
775550,Learn Spring Boot - Rapid Spring Application Development,4.0,Explanation very clear ! Great !,Udemy,1,"['explanation', 'clear', 'great']",explanation clear great,Positive
grammar-punctuation,Grammar and Punctuation,5.0,The Professor is really amazing. He makes every lecture interesting and easy to understand.,Coursera,1,"['professor', 'really', 'amazing', 'make', 'every', 'lecture', 'interesting', 'easy', 'understand']",professor really amazing make every lecture interesting easy understand,Positive
machine-learning-with-python,Machine Learning with Python,3.0,"Sonia Simone is a lovely teacher who puts forward her point without beating around the bush. I have learnt a lot, thanks Sonia!",Coursera,0,"['sonia', 'simone', 'lovely', 'teacher', 'put', 'forward', 'point', 'without', 'beating', 'around', 'bush', 'learnt', 'lot', 'thanks', 'sonia']",sonia simone lovely teacher put forward point without beating around bush learnt lot thanks sonia,Positive
grammar-punctuation,Grammar and Punctuation,5.0,The most easy to understand course I must say. ,Coursera,1,"['easy', 'understand', 'course', 'must', 'say']",easy understand course must say,Positive
260766,Unaware about BDD...? Learn BDD with Cucumber in 100 Mins,3.0,things are becoming clearer,Udemy,0,"['thing', 'becoming', 'clearer']",thing becoming clearer,Positive
python,Programming for Everybody (Getting Started with Python),5.0,"Amazing 3rd course, I learned so much related to error analysis, bias, variance, data mismatch, data synthesis as well as transfer learning, multi-task learning, end to end deep learning and more. I really loved both case studies in the end of each week. The interviews especially with Andrej Karpathy was my favorite :) Excellent best practices and strategies that you don't learn from any other course or book.",Coursera,1,"['amazing', 'rd', 'course', 'learned', 'much', 'related', 'error', 'analysis', 'bias', 'variance', 'data', 'mismatch', 'data', 'synthesis', 'well', 'transfer', 'learning', 'multi', 'task', 'learning', 'end', 'end', 'deep', 'learning', 'really', 'loved', 'case', 'study', 'end', 'week', 'interview', 'especially', 'andrej', 'karpathy', 'favorite', 'excellent', 'best', 'practice', 'strategy', 'learn', 'course', 'book']",amazing rd course learned much related error analysis bias variance data mismatch data synthesis well transfer learning multi task learning end end deep learning really loved case study end week interview especially andrej karpathy favorite excellent best practice strategy learn course book,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,2.0,"Excellent illustrations and explanations, I recommend the program for everyone who want to start learn Python.",Coursera,-1,"['excellent', 'illustration', 'explanation', 'recommend', 'program', 'everyone', 'want', 'start', 'learn', 'python']",excellent illustration explanation recommend program everyone want start learn python,Positive
python-databases,Using Databases with Python,5.0,This is a great source of information about wine and of course wine tasting. The work to do home is very learning focus and this type of practice helps you grab the information and retain it.,Coursera,1,"['great', 'source', 'information', 'wine', 'course', 'wine', 'tasting', 'work', 'home', 'learning', 'focus', 'type', 'practice', 'help', 'grab', 'information', 'retain']",great source information wine course wine tasting work home learning focus type practice help grab information retain,Positive
519554,The Complete Android Kotlin Developer Course,3.0,"good content, funny instructor, clear",Udemy,0,"['good', 'content', 'funny', 'instructor', 'clear']",good content funny instructor clear,Positive
1500018,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,4.0,The topics and examples were simple enough for a new user like me.,Udemy,1,"['topic', 'example', 'simple', 'enough', 'new', 'user', 'like']",topic example simple enough new user like,Positive
system-administration-it-infrastructure-services,System Administration and IT Infrastructure Services,5.0,I was knowing about R and Jupyter note book and i was not knowing about the zepplien notebook.,Coursera,1,"['knowing', 'r', 'jupyter', 'note', 'book', 'knowing', 'zepplien', 'notebook']",knowing r jupyter note book knowing zepplien notebook,Positive
it-security,IT Security: Defense against the digital dark arts,5.0,Nice course but the videos were slow.,Coursera,1,"['nice', 'course', 'video', 'slow']",nice course video slow,Positive
973918,Master in DevOps : Docker Kubernetes Jenkins GIT CI Pipeline,4.0,Nice job of showing a simple Task list app that uses Vue and Laravel for the backend.  Its fairly fast paced and I know that will review it several times to get a better understanding.,Udemy,1,"['nice', 'job', 'showing', 'simple', 'task', 'list', 'app', 'us', 'vue', 'laravel', 'backend', 'fairly', 'fast', 'paced', 'know', 'review', 'several', 'time', 'get', 'better', 'understanding']",nice job showing simple task list app us vue laravel backend fairly fast paced know review several time get better understanding,Positive
2082318,In-Depth Software Testing Training Course From Scratch,5.0,Good and very brief description of every topic.,Udemy,1,"['good', 'brief', 'description', 'every', 'topic']",good brief description every topic,Positive
21323,PCB Design a Tiny Arduino In Altium CircuitMaker,5.0,"Professional level course, at the time I take this course only few software develoment companied have these skills in-house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['professional', 'level', 'course', 'time', 'take', 'course', 'software', 'develoment', 'companied', 'skill', 'house']",professional level course time take course software develoment companied skill house,Positive
machine-learning-projects,Structuring Machine Learning Projects,5.0,It is a very useful and original course,Coursera,1,"['useful', 'original', 'course']",useful original course,Positive
1028822,Getting started with JavaScript,3.5,"Good course, however some of the content is not up to date.",Udemy,0,"['good', 'course', 'however', 'content', 'date']",good course however content date,Positive
learn-chinese,Chinese for Beginners,5.0,"The course was very enriching and an eye-opener to a world of multiple tools for thinking techniques. I was spell-bounded to the course through the duration. Every moment was a time of new discovery. Oh, Prof. Peter Childs was a joy to listen to. His profound understanding of the subject and practical application was a well of knowledge to me. The knowledge i have garnered from this course will no doubt aid my decision making in my profession.      ",Coursera,1,"['course', 'enriching', 'eye', 'opener', 'world', 'multiple', 'tool', 'thinking', 'technique', 'spell', 'bounded', 'course', 'duration', 'every', 'moment', 'time', 'new', 'discovery', 'oh', 'prof', 'peter', 'child', 'joy', 'listen', 'profound', 'understanding', 'subject', 'practical', 'application', 'well', 'knowledge', 'knowledge', 'garnered', 'course', 'doubt', 'aid', 'decision', 'making', 'profession']",course enriching eye opener world multiple tool thinking technique spell bounded course duration every moment time new discovery oh prof peter child joy listen profound understanding subject practical application well knowledge knowledge garnered course doubt aid decision making profession,Positive
164554,Learn OAuth 2.0 - Get started as an API Security Expert,5.0,"There were some lectures where the sound recording level was too low. I saw that the problem has been remarked by others and me too, but nothing has been changed. The course content is good and useful.I recommend adding more exercises based on things explained in the lectures. Congrats, Anil!",Udemy,1,"['lecture', 'sound', 'recording', 'level', 'low', 'saw', 'problem', 'remarked', 'others', 'nothing', 'changed', 'course', 'content', 'good', 'useful', 'recommend', 'adding', 'exercise', 'based', 'thing', 'explained', 'lecture', 'congrats', 'anil']",lecture sound recording level low saw problem remarked others nothing changed course content good useful recommend adding exercise based thing explained lecture congrats anil,Positive
clinical-trials,Design and Interpretation of Clinical Trials,5.0,Great for beginners without any previous knowledge in the filed of economics,Coursera,1,"['great', 'beginner', 'without', 'previous', 'knowledge', 'filed', 'economics']",great beginner without previous knowledge filed economics,Positive
excel-data-analysis,Introduction to Data Analysis Using Excel,4.0,very good course for a beginner,Coursera,1,"['good', 'course', 'beginner']",good course beginner,Positive
learn-chinese,Chinese for Beginners,5.0,The course was very useful in provide outlines and frameworks for content marketing. I will definitely recommend this course.,Coursera,1,"['course', 'useful', 'provide', 'outline', 'framework', 'content', 'marketing', 'definitely', 'recommend', 'course']",course useful provide outline framework content marketing definitely recommend course,Positive
machine-learning-projects,Structuring Machine Learning Projects,5.0,It is an Amazing course I love it,Coursera,1,"['amazing', 'course', 'love']",amazing course love,Positive
introduction-psychology,Introduction to Psychology,5.0,"
Hello. I enrolled in this course with the 7-day free trial. I found the 
lessons interesting and the writing exercises challenging. I did not continue, however, because I don't feel I was learning if I was learning. I liked reading others' work and being able to share an opinion about it, and I enjoyed the peer review feedback. But because there was no feedback from the instructors, I just never knew if I got the lesson right. One more thing, while the peer reviews include a section for comments directly to the writer under review, I never knew how to access them, so all the feedback I got was the short answers to the peer review questions.

",Coursera,1,"['hello', 'enrolled', 'course', 'day', 'free', 'trial', 'found', 'lesson', 'interesting', 'writing', 'exercise', 'challenging', 'continue', 'however', 'feel', 'learning', 'learning', 'liked', 'reading', 'others', 'work', 'able', 'share', 'opinion', 'enjoyed', 'peer', 'review', 'feedback', 'feedback', 'instructor', 'never', 'knew', 'got', 'lesson', 'right', 'one', 'thing', 'peer', 'review', 'include', 'section', 'comment', 'directly', 'writer', 'review', 'never', 'knew', 'access', 'feedback', 'got', 'short', 'answer', 'peer', 'review', 'question']",hello enrolled course day free trial found lesson interesting writing exercise challenging continue however feel learning learning liked reading others work able share opinion enjoyed peer review feedback feedback instructor never knew got lesson right one thing peer review include section comment directly writer review never knew access feedback got short answer peer review question,Positive
marketing-digital,Marketing in a Digital World,5.0,Lovely course here.,Coursera,1,"['lovely', 'course']",lovely course,Positive
python-for-data-visualization,Data Visualization with Python,5.0,Very Interesting course!! The layout Is easy to follow and the assignments are relevant. Would recommend!!,Coursera,1,"['interesting', 'course', 'layout', 'easy', 'follow', 'assignment', 'relevant', 'would', 'recommend']",interesting course layout easy follow assignment relevant would recommend,Positive
wharton-quantitative-modeling,Fundamentals of Quantitative Modeling,4.0,I found this course amazing and practical. ,Coursera,1,"['found', 'course', 'amazing', 'practical']",found course amazing practical,Positive
uva-darden-design-thinking-innovation,Design Thinking for Innovation,5.0,"This course is easy to learn, with easy-to-understand videos that will help you to learn ""Python to Access Web Data.""",Coursera,1,"['course', 'easy', 'learn', 'easy', 'understand', 'video', 'help', 'learn', 'python', 'access', 'web', 'data']",course easy learn easy understand video help learn python access web data,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,excellent course on python for beginners,Coursera,1,"['excellent', 'course', 'python', 'beginner']",excellent course python beginner,Positive
1207960,WordPress E-Commerce With WooCommerce: Novice To Store Owner,4.5,"The teaccher knows very well of all related to real cases in Scala development, but I expected a more """"""""formal"""""""" course"","" starting with the pure language then going to the details and the environment / ecosystem. Maybe this could be 2 courses: 1 pure scala andd another oof how to apply it in real world cases.""""",Udemy,1,"['teaccher', 'know', 'well', 'related', 'real', 'case', 'scala', 'development', 'expected', 'formal', 'course', 'starting', 'pure', 'language', 'going', 'detail', 'environment', 'ecosystem', 'maybe', 'could', 'course', 'pure', 'scala', 'andd', 'another', 'oof', 'apply', 'real', 'world', 'case']",teaccher know well related real case scala development expected formal course starting pure language going detail environment ecosystem maybe could course pure scala andd another oof apply real world case,Positive
python-data,Python Data Structures,5.0,Good course.  Occasionally frustrating trying to learn to do the assignments without all of necessary support but if you are dedicated you will get through and learn the material too.  Course overall is a very manageable pace even if you have no experience like me.,Coursera,1,"['good', 'course', 'occasionally', 'frustrating', 'trying', 'learn', 'assignment', 'without', 'necessary', 'support', 'dedicated', 'get', 'learn', 'material', 'course', 'overall', 'manageable', 'pace', 'even', 'experience', 'like']",good course occasionally frustrating trying learn assignment without necessary support dedicated get learn material course overall manageable pace even experience like,Positive
multivariate-calculus-machine-learning,Mathematics for Machine Learning: Multivariate Calculus,5.0,Very useful stuff!,Coursera,1,"['useful', 'stuff']",useful stuff,Positive
schedule-projects,Budgeting and Scheduling Projects,5.0,Well presented course. The lecturer was enjoyable to learn from.,Coursera,1,"['well', 'presented', 'course', 'lecturer', 'enjoyable', 'learn']",well presented course lecturer enjoyable learn,Positive
1430746,Essential Gems for Your Rails Projects,5.0,an amazing Experience With You Mark It's awesome,Udemy,1,"['amazing', 'experience', 'mark', 'awesome']",amazing experience mark awesome,Positive
it-security,IT Security: Defense against the digital dark arts,5.0,Nice Cource,Coursera,1,"['nice', 'cource']",nice cource,Positive
